venta_id,cliente_id,fecha_venta,monto_total
VTA_89291604,CLI_464427,2025-06-11,1162.81
VTA_90498246,CLI_422021,2026-02-17,2953.64
VTA_99721900,CLI_182697,2025-09-28,1066.8
VTA_77773205,CLI_128117,2025-02-15,1353.5
VTA_67750603,CLI_891039,2025-11-26,2487.3
VTA_55554280,CLI_295735,2025-03-22,240.07
VTA_01932604,CLI_100968,2025-08-06,2088.92
VTA_17705861,CLI_122457,2025-08-06,619.56
VTA_12039556,CLI_988073,2025-08-01,1380.33
VTA_50991782,CLI_887928,2025-03-09,89.36
VTA_21739829,CLI_165481,2026-02-24,1394.54
VTA_75530699,CLI_215787,2026-01-03,2131.49
VTA_30357264,CLI_799630,2025-10-13,3136.87
VTA_38263200,CLI_491258,2025-11-03,2372.39
VTA_51634809,CLI_175666,2025-11-24,1024.5
VTA_52299263,CLI_252471,2025-08-30,1324.11
VTA_19761962,CLI_306338,2025-07-24,1843.35
VTA_25646383,CLI_563538,2025-04-06,6671.93
VTA_14439821,CLI_888042,2025-04-11,16.2
VTA_26779821,CLI_066067,2025-10-03,176.94
VTA_62152834,CLI_114319,2026-01-09,224.76
VTA_00211052,CLI_154507,2025-11-06,269.36
VTA_84010422,CLI_730783,2025-01-23,2413.85
VTA_50899611,CLI_654775,2025-04-19,4338.39
VTA_67268068,CLI_496924,2026-01-30,1802.51
VTA_26174868,CLI_368694,2025-05-04,4922.32
VTA_31452724,CLI_670645,2025-06-20,4944.28
VTA_02999348,CLI_854565,2026-02-09,1057.69
VTA_77069008,CLI_243928,2025-09-30,1331.88
VTA_46681282,CLI_481367,2025-01-04,639.69
VTA_04517610,CLI_327964,2025-08-23,1758.34
VTA_76045970,CLI_603975,2025-09-22,1700.63
VTA_76768982,CLI_067366,2025-02-16,434.94
VTA_12868228,CLI_373782,2025-07-18,1563.73
VTA_00294882,CLI_713965,2025-04-22,119.73
VTA_79055632,CLI_497034,2025-05-05,398.68
VTA_57333511,CLI_187753,2025-05-02,2180.78
VTA_85519181,CLI_039598,2025-07-03,1198.49
VTA_55342540,CLI_712861,2026-02-25,1863.13
VTA_53821482,CLI_187753,2025-04-14,477.78
VTA_91779744,CLI_044499,2025-08-17,402.23
VTA_23563155,CLI_743671,2026-01-27,400.18
VTA_22151030,CLI_595577,2025-02-23,2301.86
VTA_57131888,CLI_866036,2026-02-23,5936.06
VTA_79442764,CLI_121705,2025-03-14,888.44
VTA_91228631,CLI_952410,2025-08-17,1958.7
VTA_53612608,CLI_498411,2025-09-19,2287.69
VTA_06707357,CLI_559379,2025-12-05,4781.51
VTA_86492384,CLI_435642,2025-08-25,2035.68
VTA_45083725,CLI_319092,2025-06-26,1371.75
VTA_03580022,CLI_065766,2025-09-10,2634.48
VTA_21009010,CLI_210570,2025-12-24,818.96
VTA_93623541,CLI_704784,2025-12-11,172.62
VTA_25683371,CLI_692101,2025-09-19,673.71
VTA_81636761,CLI_759864,2025-02-07,470.06
VTA_40652711,CLI_967722,2025-03-06,2046.83
VTA_15523243,CLI_441744,2025-12-07,1401.57
VTA_14966817,CLI_432308,2025-04-02,24.46
VTA_23262281,CLI_521295,2026-01-23,488.95
VTA_36729728,CLI_289542,2026-02-13,1537.33
VTA_25043759,CLI_759048,2025-12-08,2126.41
VTA_15402033,CLI_287117,2025-11-19,830.72
VTA_16782191,CLI_294862,2025-06-29,3456.78
VTA_55348405,CLI_034672,2025-06-27,1989.7
VTA_28288935,CLI_330963,2025-02-11,1467.67
VTA_52580202,CLI_172018,2026-02-18,1045.11
VTA_15195228,CLI_775098,2025-09-20,4289.47
VTA_62542348,CLI_436778,2025-07-09,3310.4
VTA_55431110,CLI_435722,2025-10-15,2040.43
VTA_73417640,CLI_074766,2025-06-16,1191.63
VTA_66618157,CLI_913776,2025-05-11,2327.47
VTA_25502360,CLI_552643,2025-04-11,4745.87
VTA_42454125,CLI_902298,2025-02-22,393.39
VTA_08458931,CLI_262369,2025-05-28,511.2
VTA_27189737,CLI_486494,2025-11-20,1443.87
VTA_03405635,CLI_264684,2025-11-08,1042.2
VTA_81787723,CLI_366644,2025-06-23,3593.24
VTA_58487987,CLI_913089,2025-12-23,1904.96
VTA_73009077,CLI_501617,2025-03-28,6523.69
VTA_15036286,CLI_372895,2025-01-09,2108.23
VTA_08809451,CLI_730432,2025-09-28,1356.01
VTA_69767391,CLI_704784,2025-10-28,1536.67
VTA_85555160,CLI_730783,2025-05-26,1495.35
VTA_81772921,CLI_784659,2025-07-20,1586.1
VTA_01193054,CLI_363150,2025-07-28,390.96
VTA_19388266,CLI_126851,2025-08-02,2389.05
VTA_90366982,CLI_193477,2025-12-28,101.6
VTA_57060703,CLI_059788,2025-11-11,1547.84
VTA_62788756,CLI_299984,2025-11-18,56.42
VTA_81148721,CLI_508835,2025-05-14,7244.2
VTA_68377327,CLI_049095,2025-01-30,944.46
VTA_07471909,CLI_104354,2025-07-22,1332.91
VTA_13767709,CLI_126851,2025-12-17,225.08
VTA_03849165,CLI_654900,2025-12-12,9.52
VTA_05964392,CLI_922916,2025-11-23,5832.71
VTA_24668319,CLI_712955,2025-10-06,3267.52
VTA_34634626,CLI_511797,2025-08-08,308.16
VTA_21072771,CLI_373782,2025-12-05,1787.2
VTA_01130168,CLI_007283,2025-06-28,1979.31
VTA_54349456,CLI_485082,2025-09-18,7292.18
VTA_91284200,CLI_922885,2025-05-15,102.72
VTA_65336244,CLI_108853,2025-06-11,3052.08
VTA_25094393,CLI_501801,2025-08-15,501.16
VTA_42620284,CLI_768739,2025-09-18,905.11
VTA_66825093,CLI_290297,2025-12-04,1721.06
VTA_46875501,CLI_007184,2025-11-20,435.01
VTA_83167521,CLI_264112,2025-08-01,5168.22
VTA_74493815,CLI_907571,2025-10-27,541.11
VTA_40877375,CLI_806808,2025-08-02,388.38
VTA_63626439,CLI_077476,2025-06-02,659.45
VTA_59326824,CLI_414404,2025-05-30,1827.84
VTA_02511632,CLI_780477,2025-12-17,5548.24
VTA_40200164,CLI_205344,2025-07-31,1366.06
VTA_24527255,CLI_856844,2025-12-09,3327.42
VTA_98940103,CLI_720351,2025-05-03,369.36
VTA_44132209,CLI_515490,2025-09-14,794.22
VTA_32687393,CLI_002474,2025-05-30,1316.28
VTA_29990788,CLI_570220,2025-05-09,2144.2
VTA_87636496,CLI_298468,2025-12-20,226.92
VTA_79429020,CLI_473774,2025-12-25,155.61
VTA_22852383,CLI_259172,2026-02-02,67.3
VTA_04386014,CLI_243928,2025-07-17,3553.94
VTA_84085403,CLI_560481,2025-07-27,1786.29
VTA_45310735,CLI_808623,2025-02-05,1634.97
VTA_08643400,CLI_922885,2025-01-14,4051.96
VTA_94824750,CLI_026850,2025-11-12,1322.79
VTA_99128100,CLI_903972,2025-06-24,2049.63
VTA_97587872,CLI_401179,2025-04-29,108.8
VTA_55967017,CLI_441525,2025-07-05,800.29
VTA_94420730,CLI_711558,2025-11-25,3959.06
VTA_56713343,CLI_572836,2025-04-26,2523.7
VTA_89626046,CLI_492388,2025-09-20,4626.83
VTA_21924021,CLI_316669,2025-11-06,1074.56
VTA_43409253,CLI_964638,2025-06-24,4557.27
VTA_55293595,CLI_227697,2025-05-01,2328.22
VTA_85250221,CLI_642385,2025-10-01,652.11
VTA_83534947,CLI_705466,2025-02-21,1413.06
VTA_31297776,CLI_447690,2025-12-03,808.78
VTA_35462386,CLI_471347,2025-03-30,236.82
VTA_79357894,CLI_175686,2025-05-15,2984.09
VTA_35316320,CLI_209427,2025-11-23,3267.01
VTA_62094104,CLI_642531,2026-02-06,904.07
VTA_82087395,CLI_816859,2025-06-25,625.75
VTA_12485140,CLI_775098,2025-10-30,4819.9
VTA_90991677,CLI_034396,2025-03-09,3848.42
VTA_45908289,CLI_530631,2025-06-12,2027.07
VTA_87138525,CLI_208383,2025-02-18,3647.69
VTA_29658458,CLI_821152,2025-09-26,3231.68
VTA_60650554,CLI_471347,2025-12-17,192.08
VTA_38112643,CLI_492238,2025-10-01,1590.72
VTA_27030720,CLI_821152,2025-07-26,964.44
VTA_24085751,CLI_263531,2025-02-14,1461.5
VTA_23048101,CLI_909919,2025-09-06,3049.81
VTA_94137489,CLI_885217,2025-03-12,2118.54
VTA_18954045,CLI_274989,2025-11-16,1497.25
VTA_16337560,CLI_027511,2025-10-19,701.08
VTA_24236123,CLI_514775,2025-08-12,207.57
VTA_09131636,CLI_007704,2025-08-04,27.06
VTA_17145145,CLI_172018,2025-07-04,818.97
VTA_72743060,CLI_016891,2025-01-13,685.48
VTA_33747865,CLI_503452,2025-10-02,2262.49
VTA_41633255,CLI_289542,2025-06-22,5782.87
VTA_76088566,CLI_794045,2025-08-20,1221.39
VTA_20490530,CLI_884366,2025-05-25,1393.27
VTA_47184387,CLI_673021,2025-04-04,1591.11
VTA_44264898,CLI_341934,2026-01-18,5125.42
VTA_45385990,CLI_751725,2025-05-01,3914.09
VTA_24807114,CLI_075331,2025-06-05,1266.2
VTA_89154684,CLI_987487,2025-07-21,360.54
VTA_74831348,CLI_294862,2025-11-17,761.98
VTA_80222262,CLI_570220,2025-11-04,1360.34
VTA_69943654,CLI_972163,2025-12-19,636.24
VTA_39077413,CLI_539701,2025-11-20,145.51
VTA_97644115,CLI_654146,2025-11-29,940.89
VTA_11590275,CLI_300045,2025-09-10,206.41
VTA_59176586,CLI_264424,2025-12-03,1969.61
VTA_59247712,CLI_854757,2025-10-03,975.8
VTA_52382763,CLI_059788,2026-02-23,1951.67
VTA_55993096,CLI_526357,2025-07-23,3511.36
VTA_31377981,CLI_299984,2026-01-14,1498.12
VTA_98817435,CLI_048880,2025-07-04,3969.45
VTA_15681317,CLI_016490,2026-02-27,1402.77
VTA_50154110,CLI_870685,2025-03-19,756.26
VTA_67306303,CLI_470633,2026-02-22,4828.84
VTA_53113495,CLI_499673,2025-11-08,1092.04
VTA_17011948,CLI_239926,2025-06-09,1097.06
VTA_42270611,CLI_894338,2025-03-18,831.41
VTA_04107171,CLI_079984,2025-11-04,1463.77
VTA_77996465,CLI_165948,2025-12-09,24.08
VTA_68371133,CLI_342545,2025-09-29,2592.95
VTA_60928784,CLI_368940,2025-08-15,819.06
VTA_26118657,CLI_158306,2026-02-08,2773.33
VTA_59252870,CLI_697813,2025-12-24,1473.85
VTA_34280041,CLI_432053,2025-08-22,2118.45
VTA_85868140,CLI_515490,2025-07-03,2636.11
VTA_16890001,CLI_865146,2025-05-04,848.48
VTA_16707432,CLI_646936,2025-01-06,1036.18
VTA_42722986,CLI_116864,2025-11-21,42.9
VTA_74949210,CLI_969498,2025-04-27,882.72
VTA_84775799,CLI_670645,2025-02-16,1963.03
VTA_28661603,CLI_280622,2025-11-26,1897.82
VTA_65924803,CLI_150139,2025-11-07,545.12
VTA_36241531,CLI_451235,2025-02-02,323.08
VTA_22985510,CLI_876960,2025-08-25,2349.76
VTA_54954279,CLI_440227,2025-03-24,3474.74
VTA_91692734,CLI_254273,2025-11-21,1173.53
VTA_47954375,CLI_542495,2025-02-07,832.89
VTA_39336884,CLI_838448,2025-05-02,602.51
VTA_93327297,CLI_023642,2025-06-23,1369.03
VTA_21243406,CLI_733896,2025-03-28,262.97
VTA_92729851,CLI_724535,2025-07-31,1919.48
VTA_72550485,CLI_500690,2025-10-03,495.08
VTA_75676218,CLI_560481,2025-09-19,4116.51
VTA_86139456,CLI_126655,2025-01-12,467.26
VTA_17447390,CLI_370294,2025-06-17,1956.67
VTA_29952134,CLI_081788,2025-07-26,1328.19
VTA_58719286,CLI_503702,2025-06-20,489.35
VTA_15520683,CLI_099404,2025-01-27,237.81
VTA_22711476,CLI_537500,2025-07-25,54.97
VTA_37999454,CLI_983702,2025-10-20,5933.27
VTA_22226047,CLI_865146,2025-11-23,620.31
VTA_77410928,CLI_430075,2025-11-01,1402.96
VTA_04635493,CLI_808623,2025-05-10,2368.31
VTA_60850964,CLI_670770,2025-03-27,2252.68
VTA_48509481,CLI_679153,2025-09-18,3424.97
VTA_30488007,CLI_696801,2026-01-22,84.55
VTA_14809405,CLI_034261,2025-04-29,610.33
VTA_61994473,CLI_443310,2025-12-05,655.91
VTA_36813773,CLI_870685,2025-07-03,3299.21
VTA_25928154,CLI_040839,2025-07-01,1594.29
VTA_98915640,CLI_643888,2025-12-07,1063.37
VTA_41858504,CLI_277446,2025-06-16,229.81
VTA_04269918,CLI_588531,2025-02-14,1487.36
VTA_47306991,CLI_312630,2025-02-24,3580.85
VTA_87375193,CLI_075329,2025-12-06,1078.08
VTA_75794516,CLI_048645,2026-01-27,5085.51
VTA_46078127,CLI_571086,2025-11-05,126.03
VTA_82643763,CLI_867080,2025-02-23,1085.77
VTA_13061330,CLI_749181,2025-09-01,611.62
VTA_62242313,CLI_344761,2025-06-23,1877.16
VTA_30844014,CLI_547461,2025-05-15,1576.88
VTA_23759142,CLI_422021,2025-08-27,2515.14
VTA_51930956,CLI_160724,2025-05-28,414.74
VTA_45056081,CLI_710783,2025-03-03,412.78
VTA_70347714,CLI_469156,2025-05-18,2973.24
VTA_18660855,CLI_550412,2026-02-07,1451.69
VTA_34788277,CLI_026495,2025-03-04,2750.76
VTA_59436523,CLI_721509,2025-06-16,2053.83
VTA_89076484,CLI_692624,2025-01-09,6105.22
VTA_04753462,CLI_436778,2025-03-01,1230.81
VTA_77661258,CLI_642484,2025-07-09,3244.82
VTA_51479370,CLI_275473,2025-12-08,298.4
VTA_90048638,CLI_461962,2025-07-09,178.77
VTA_50422037,CLI_126851,2025-02-20,2668.38
VTA_54848239,CLI_768066,2025-10-25,2248.5
VTA_04406346,CLI_129075,2025-08-24,1200.9
VTA_08125403,CLI_856844,2025-02-20,1277.73
VTA_09589020,CLI_430075,2025-12-30,1778.08
VTA_50876827,CLI_649997,2025-04-26,1267.31
VTA_77403397,CLI_936678,2026-01-07,2273.22
VTA_35725317,CLI_287117,2025-05-01,1298.66
VTA_94151817,CLI_916768,2025-09-16,1249.35
VTA_41837892,CLI_964004,2025-01-16,59.25
VTA_05268220,CLI_634912,2025-07-04,580.09
VTA_83729975,CLI_549404,2026-02-27,2117.61
VTA_71569284,CLI_124793,2025-07-08,1178.76
VTA_73989953,CLI_414772,2026-02-21,1728.51
VTA_34864325,CLI_183323,2025-01-25,89.71
VTA_73220322,CLI_708003,2025-11-26,453.77
VTA_41193620,CLI_654900,2025-04-10,1378.27
VTA_63301934,CLI_835219,2025-12-31,2622.05
VTA_91967519,CLI_503702,2025-05-05,1503.72
VTA_07831615,CLI_704058,2025-08-30,1946.58
VTA_35011956,CLI_503702,2025-03-17,2785.02
VTA_87042586,CLI_107587,2025-08-31,4833.66
VTA_32580351,CLI_486494,2025-08-11,4362.11
VTA_90058085,CLI_026495,2025-10-11,368.02
VTA_75645901,CLI_977504,2025-10-31,547.78
VTA_85345968,CLI_180923,2025-01-01,1099.96
VTA_95835275,CLI_074553,2026-01-05,3888.22
VTA_05538466,CLI_972163,2025-09-07,785.66
VTA_59394975,CLI_657553,2025-04-05,531.47
VTA_62323313,CLI_175666,2025-11-19,1604.38
VTA_31285929,CLI_853761,2025-08-17,1992.17
VTA_39647412,CLI_593311,2025-03-15,1585.26
VTA_26589575,CLI_062363,2025-11-22,464.88
VTA_76082537,CLI_492238,2025-03-10,1987.5
VTA_05063914,CLI_697669,2025-05-24,492.33
VTA_85492418,CLI_977504,2026-01-31,2667.94
VTA_13939560,CLI_919140,2025-06-13,2085.53
VTA_75688437,CLI_040839,2026-02-13,4334.59
VTA_76111313,CLI_982661,2025-06-14,1271.36
VTA_09624136,CLI_274151,2025-07-13,983.3
VTA_24746674,CLI_759864,2025-07-14,7576.04
VTA_16243238,CLI_171749,2026-02-17,1284.58
VTA_06599006,CLI_209427,2025-05-09,345.3
VTA_55339387,CLI_227697,2025-12-30,2060.24
VTA_94816253,CLI_826333,2025-03-17,172.0
VTA_46848127,CLI_593788,2025-05-16,4379.23
VTA_74296598,CLI_481367,2025-04-01,4170.16
VTA_73894426,CLI_056154,2025-12-14,476.07
VTA_77509068,CLI_642531,2025-12-20,1219.25
VTA_59960890,CLI_759048,2025-09-06,2668.76
VTA_43047212,CLI_687408,2025-02-28,590.7
VTA_89878994,CLI_355532,2025-01-03,670.56
VTA_91594757,CLI_374480,2026-02-04,1556.98
VTA_56484161,CLI_519843,2026-01-08,2020.95
VTA_42797866,CLI_287117,2025-07-28,329.12
VTA_11332072,CLI_127387,2025-12-17,332.0
VTA_59531771,CLI_754448,2025-02-17,349.88
VTA_41914936,CLI_255483,2025-04-17,232.22
VTA_84127435,CLI_521295,2025-05-14,5452.76
VTA_94868807,CLI_083708,2025-04-11,39.87
VTA_03226089,CLI_427905,2025-08-06,364.31
VTA_02923366,CLI_262369,2025-12-03,5403.59
VTA_91093719,CLI_937553,2025-10-14,12.96
VTA_64734670,CLI_075256,2025-04-18,1941.12
VTA_22143881,CLI_048880,2025-03-27,1264.2
VTA_11124521,CLI_538687,2025-10-25,3724.32
VTA_38734630,CLI_780477,2025-07-19,317.8
VTA_08206318,CLI_686939,2025-09-15,1888.46
VTA_61021468,CLI_153722,2025-12-16,1480.09
VTA_57694333,CLI_817402,2025-06-28,55.56
VTA_08678183,CLI_242635,2025-12-08,2210.83
VTA_13274550,CLI_785490,2025-01-10,4856.2
VTA_32412004,CLI_249728,2025-07-12,3907.55
VTA_27595644,CLI_368694,2025-07-02,483.04
VTA_39530524,CLI_884095,2025-09-01,1156.78
VTA_78889573,CLI_802808,2025-03-09,362.4
VTA_40733809,CLI_700035,2025-07-17,1906.75
VTA_69889771,CLI_503452,2025-06-11,91.65
VTA_91652153,CLI_440227,2025-12-16,1135.05
VTA_90508394,CLI_932869,2025-04-07,464.85
VTA_79915362,CLI_940223,2025-05-06,1091.98
VTA_82278108,CLI_037719,2025-05-26,522.58
VTA_43993817,CLI_473774,2025-11-30,1237.66
VTA_92081088,CLI_284896,2025-09-01,1311.46
VTA_57091346,CLI_693640,2025-01-04,740.8
VTA_61631316,CLI_264684,2025-12-24,768.38
VTA_35307139,CLI_869934,2025-10-12,99.6
VTA_05233630,CLI_501617,2026-01-10,7522.96
VTA_70107254,CLI_211477,2025-03-26,1127.09
VTA_54085599,CLI_401050,2025-08-08,3336.82
VTA_32266782,CLI_654775,2025-08-31,347.29
VTA_96018838,CLI_549404,2025-06-21,775.82
VTA_62737471,CLI_237357,2025-01-20,5469.29
VTA_05622815,CLI_215787,2025-03-06,1616.82
VTA_56913682,CLI_937553,2026-01-18,2419.53
VTA_63175439,CLI_075329,2026-02-21,653.91
VTA_12165628,CLI_074766,2025-06-23,8488.42
VTA_35205939,CLI_624077,2025-10-04,137.62
VTA_08247978,CLI_696152,2025-06-03,181.44
VTA_03170809,CLI_964638,2025-12-15,1129.13
VTA_16120669,CLI_336157,2025-05-17,3493.5
VTA_80503146,CLI_422076,2025-09-17,564.74
VTA_33766922,CLI_794045,2025-07-19,2495.26
VTA_95683705,CLI_489519,2025-08-11,5672.57
VTA_12649561,CLI_809537,2025-10-18,1020.34
VTA_69745782,CLI_493013,2025-10-19,4038.27
VTA_78638868,CLI_422021,2025-07-24,324.3
VTA_42981728,CLI_065674,2025-04-14,171.37
VTA_85146639,CLI_711558,2025-12-20,3803.87
VTA_41323617,CLI_079984,2025-10-01,1039.32
VTA_30385676,CLI_501801,2025-04-12,1081.51
VTA_49625477,CLI_441744,2025-07-16,2591.75
VTA_16733227,CLI_838448,2025-04-17,3719.17
VTA_16692647,CLI_075891,2025-06-16,2042.04
VTA_70815040,CLI_759048,2025-06-21,934.38
VTA_07571743,CLI_679153,2025-05-23,10208.14
VTA_35727280,CLI_579035,2025-06-29,2152.13
VTA_37551068,CLI_198872,2025-01-21,2380.29
VTA_65835172,CLI_187753,2025-01-01,4126.03
VTA_70243850,CLI_074755,2025-03-28,1318.79
VTA_84774252,CLI_718345,2025-12-03,2987.27
VTA_38595040,CLI_232971,2025-12-19,1614.17
VTA_33098705,CLI_490060,2025-11-07,7582.54
VTA_34327620,CLI_062363,2025-01-01,35.36
VTA_95166674,CLI_992821,2025-11-02,2044.23
VTA_32411045,CLI_329247,2025-08-22,1367.29
VTA_72132954,CLI_857469,2025-07-20,1561.69
VTA_10136269,CLI_235126,2025-12-27,453.1
VTA_45654991,CLI_450811,2025-08-07,2266.67
VTA_37207039,CLI_038266,2025-07-19,1348.87
VTA_08476768,CLI_173041,2025-09-30,1712.22
VTA_64481196,CLI_038266,2025-04-12,2786.69
VTA_22693699,CLI_038266,2025-12-03,1529.28
VTA_06021702,CLI_364630,2025-04-21,238.94
VTA_25361971,CLI_733092,2025-02-20,1224.31
VTA_95524573,CLI_067366,2025-12-26,3951.01
VTA_61684254,CLI_776752,2025-12-29,370.98
VTA_95185730,CLI_290784,2025-07-21,1637.09
VTA_37362282,CLI_289542,2025-09-29,2243.65
VTA_18981746,CLI_743523,2025-05-26,4007.7
VTA_31448115,CLI_743523,2025-02-07,304.26
VTA_07681165,CLI_414772,2025-06-10,64.88
VTA_52419229,CLI_181039,2026-01-13,220.77
VTA_10489379,CLI_724700,2025-05-30,2441.21
VTA_18573852,CLI_712861,2025-08-06,3485.01
VTA_22986519,CLI_042337,2025-07-05,1202.57
VTA_27787863,CLI_542495,2025-07-12,2117.19
VTA_79002542,CLI_648400,2025-12-09,2657.69
VTA_12651077,CLI_912604,2025-07-07,3782.45
VTA_03573663,CLI_374480,2025-07-04,768.28
VTA_95979739,CLI_775597,2025-11-27,754.2
VTA_22260841,CLI_481367,2025-08-23,1666.53
VTA_00077849,CLI_153722,2025-06-28,2289.24
VTA_93691010,CLI_642385,2025-06-29,2011.21
VTA_31530234,CLI_305887,2025-09-18,995.6
VTA_08263524,CLI_074553,2025-04-28,2090.04
VTA_90276747,CLI_791936,2025-07-19,2020.65
VTA_02262374,CLI_679153,2025-07-08,2838.89
VTA_80028222,CLI_353616,2025-12-08,1528.99
VTA_25143475,CLI_876229,2025-07-20,990.19
VTA_80304380,CLI_977902,2025-09-15,2207.12
VTA_71966125,CLI_709173,2025-08-14,2170.31
VTA_05929066,CLI_767310,2025-07-24,991.02
VTA_84028910,CLI_666750,2025-11-07,164.94
VTA_58156068,CLI_538687,2025-12-06,81.28
VTA_32871801,CLI_511797,2025-10-10,451.93
VTA_14401522,CLI_290297,2025-07-22,2762.6
VTA_55046824,CLI_759048,2025-05-08,1384.41
VTA_82032384,CLI_142306,2025-01-02,2957.21
VTA_58156994,CLI_759048,2025-06-14,2389.37
VTA_94376983,CLI_186019,2025-12-02,4909.48
VTA_84780233,CLI_795211,2025-10-07,1575.71
VTA_10529121,CLI_721509,2025-06-18,462.13
VTA_55022231,CLI_075329,2025-01-14,1510.77
VTA_22909510,CLI_811954,2026-02-15,3083.11
VTA_43434491,CLI_981351,2025-07-22,1128.73
VTA_16830440,CLI_500690,2025-08-07,817.9
VTA_81953918,CLI_543276,2026-01-23,1695.06
VTA_99556570,CLI_062806,2025-07-16,327.84
VTA_59190131,CLI_992821,2025-02-27,1833.44
VTA_50205075,CLI_480035,2025-08-14,2523.94
VTA_07974955,CLI_537500,2025-06-26,3347.8
VTA_23513645,CLI_952410,2026-02-08,1961.94
VTA_54706967,CLI_530637,2025-12-15,873.73
VTA_84950938,CLI_986228,2025-11-08,2756.0
VTA_65155105,CLI_026495,2025-07-03,1619.15
VTA_10568900,CLI_440227,2025-11-16,3086.6
VTA_10855912,CLI_838448,2025-03-03,5258.56
VTA_61456217,CLI_704784,2025-01-02,687.78
VTA_20407890,CLI_799630,2025-08-11,3120.01
VTA_54572080,CLI_294862,2025-11-02,2325.3
VTA_36955638,CLI_116526,2025-10-27,3086.57
VTA_38222087,CLI_237357,2025-08-01,168.04
VTA_31121836,CLI_026850,2025-12-18,591.04
VTA_06013199,CLI_952623,2025-01-11,1953.65
VTA_03192673,CLI_044499,2025-08-20,9012.1
VTA_58484927,CLI_800087,2025-10-11,1785.45
VTA_94773548,CLI_799789,2025-07-14,3373.98
VTA_80520109,CLI_284257,2026-02-19,1418.91
VTA_14802666,CLI_210570,2025-04-29,1788.09
VTA_23813610,CLI_521295,2025-10-22,840.13
VTA_28447704,CLI_654900,2025-08-09,2598.36
VTA_21500888,CLI_173041,2025-07-16,2888.13
VTA_79891426,CLI_734062,2025-07-17,644.82
VTA_66627460,CLI_456421,2025-08-26,660.78
VTA_19313047,CLI_784659,2025-12-21,2402.04
VTA_57875364,CLI_117096,2025-09-20,2238.31
VTA_39025405,CLI_489519,2025-05-23,1497.41
VTA_89540035,CLI_708709,2025-04-04,435.31
VTA_03236133,CLI_946992,2025-04-08,60.18
VTA_78843647,CLI_899702,2025-10-13,413.94
VTA_38737523,CLI_129075,2025-06-10,1745.1
VTA_76475357,CLI_072226,2025-04-06,169.83
VTA_38140089,CLI_067117,2025-05-09,1042.79
VTA_40304841,CLI_704058,2025-09-09,82.47
VTA_10640627,CLI_146179,2025-04-28,2326.23
VTA_09605675,CLI_988073,2025-05-30,1818.18
VTA_65922436,CLI_032616,2025-09-08,1403.84
VTA_99561119,CLI_993521,2025-09-25,22.96
VTA_18023175,CLI_912100,2025-06-09,1379.9
VTA_67035069,CLI_287117,2025-08-12,1302.36
VTA_20846734,CLI_122112,2025-08-08,6693.77
VTA_19311536,CLI_593311,2026-01-25,958.72
VTA_20229276,CLI_251846,2025-05-11,556.64
VTA_70201563,CLI_363150,2025-08-13,2638.9
VTA_15728203,CLI_697739,2025-05-26,2385.56
VTA_31569499,CLI_007704,2026-01-13,16.0
VTA_11100625,CLI_275473,2025-06-13,1118.6
VTA_37363203,CLI_131197,2025-10-04,305.88
VTA_70957266,CLI_644832,2026-01-28,4525.98
VTA_84483924,CLI_654775,2025-12-17,123.34
VTA_01836208,CLI_710029,2025-12-22,1248.84
VTA_03444539,CLI_999957,2025-08-20,2325.39
VTA_87030135,CLI_035400,2025-12-08,3436.92
VTA_44194494,CLI_430915,2025-05-21,1198.53
VTA_82678538,CLI_097102,2025-08-03,1728.34
VTA_41861032,CLI_123653,2025-05-08,1049.6
VTA_46905261,CLI_747928,2025-06-17,290.25
VTA_57637683,CLI_753931,2025-01-31,227.7
VTA_71813267,CLI_467413,2025-07-01,1786.72
VTA_14523310,CLI_126851,2025-05-14,1827.9
VTA_87587544,CLI_345317,2025-03-15,1873.8
VTA_52157057,CLI_110634,2025-09-14,1140.28
VTA_27482441,CLI_887928,2025-06-23,1882.8
VTA_63239676,CLI_166816,2025-01-28,2496.01
VTA_38815964,CLI_100968,2025-09-22,1530.9
VTA_04533586,CLI_951097,2025-08-31,279.9
VTA_48053988,CLI_526357,2025-10-20,1106.18
VTA_75774755,CLI_023469,2025-03-23,1975.72
VTA_22217552,CLI_802512,2025-06-06,4871.84
VTA_08447093,CLI_037719,2025-09-30,1114.77
VTA_84483660,CLI_568431,2025-05-17,1773.49
VTA_43355467,CLI_784659,2025-05-16,1015.69
VTA_71593847,CLI_944937,2025-12-05,5537.62
VTA_40939095,CLI_414404,2025-09-26,280.86
VTA_75978935,CLI_775597,2025-08-15,1013.71
VTA_34368831,CLI_572002,2025-07-09,549.24
VTA_46613864,CLI_576211,2025-07-24,1777.05
VTA_82315199,CLI_835219,2026-02-25,393.04
VTA_01368632,CLI_301598,2025-03-18,1111.64
VTA_69363764,CLI_021964,2025-10-09,1637.94
VTA_67627200,CLI_496924,2025-05-17,63.72
VTA_81645501,CLI_611015,2025-12-01,481.51
VTA_48900832,CLI_880614,2025-09-06,84.61
VTA_05304849,CLI_081788,2025-09-14,1366.36
VTA_97250992,CLI_512141,2025-12-27,1526.83
VTA_00650386,CLI_848968,2025-11-07,3571.02
VTA_56606716,CLI_635933,2025-11-09,3038.79
VTA_48250499,CLI_263531,2026-01-06,1085.57
VTA_85639735,CLI_115064,2025-06-07,1460.47
VTA_06211937,CLI_894080,2025-08-18,1444.31
